ID,desc::Transcription,Function_x,Function_y,Content,Distribution,Form,desc::Repetition,desc::Words,desc::Syllables,desc::Duration
D05_09BF52_64,sì sì sì sì sì sì sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,8,8,1.47
D08_16BF22_166,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.33
D05_09BF52_76,eh sì sì,agreement,continuer,mixed,overlap,multiunit,repeated,3,3,1.16
D08_16BF22_170,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.33
D11_21BM60_4,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.31
D11_21BM60_8,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.25
D11_21BM60_14,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.15
D05_10BF52_20,eh ovvio,agreement,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.61
D11_21BM60_18,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.66
D11_21BM60_20,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.25
D05_10BF52_44,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.67
D11_21BM60_22,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.33
D11_21BM60_40,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.25
D11_21BM60_62,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.62
D05_10BF52_70,eh beh sì,agreement,continuer,mixed,silence,multiunit,nonrepeated,3,3,0.65
D05_10BF52_74,eh beh sì,agreement,continuer,mixed,overlap,multiunit,nonrepeated,3,3,0.53
D11_21BM60_64,sì,continuer,continuer,lexical,overlap,simple,nonrepeated,1,1,0.33
D11_22BM51_2,sì,continuer,continuer,lexical,overlap,simple,nonrepeated,1,1,0.23
D11_22BM51_8,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.18
D12_23LM30_4,sì,continuer,continuer,lexical,overlap,simple,nonrepeated,1,1,0.27
D05_10BF52_80,eh sì,agreement,continuer,mixed,silence,multiunit,nonrepeated,2,2,0.37
D05_10BF52_88,sì sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,3,3,1.24
D12_23LM30_6,sì,continuer,continuer,lexical,silence,simple,nonrepeated,1,1,0.28
D06_11LF28_4,eh sì,agreement,continuer,mixed,silence,multiunit,nonrepeated,2,2,0.49
D12_23LM30_14,sì,continuer,continuer,lexical,overlap,simple,nonrepeated,1,1,0.29
D12_23LM30_28,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.6
D06_11LF28_22,eh sì,agreement,continuer,mixed,overlap,multiunit,nonrepeated,2,2,0.48
D06_11LF28_68,ah beh per forza,agreement,continuer,mixed,overlap,multiunit,nonrepeated,3,5,0.93
D06_12LF30_24,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.56
D12_23LM30_34,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.44
D12_23LM30_36,sì,continuer,continuer,lexical,overlap,simple,nonrepeated,1,1,0.29
D12_23LM30_38,sì,continuer,continuer,lexical,silence,simple,nonrepeated,1,1,0.26
D12_23LM30_40,ok,continuer,continuer,lexical,silence,simple,nonrepeated,1,2,0.44
D06_12LF30_26,ah no beh,agreement,continuer,mixed,overlap,multiunit,nonrepeated,3,3,0.59
D12_23LM30_42,sì,continuer,continuer,lexical,silence,simple,nonrepeated,1,1,0.37
D12_23LM30_50,sì,continuer,continuer,lexical,overlap,simple,nonrepeated,1,1,0.23
D12_23LM30_52,ok,continuer,continuer,lexical,silence,simple,nonrepeated,1,2,0.42
D08_15BM22_30,no no ovvio,agreement,continuer,lexical,overlap,multiunit,repeated,3,4,0.6
D12_23LM30_66,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.56
D12_24LF27_2,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.18
D12_24LF27_4,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.09
D12_24LF27_10,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.4
D12_24LF27_14,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.16
D12_24LF27_16,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.41
D12_24LF27_20,mhmh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,2,0.26
D12_24LF27_22,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.12
D12_24LF27_26,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.33
D12_24LF27_28,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.24
D12_24LF27_30,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.2
D08_15BM22_54,eh no no ovvio,agreement,continuer,mixed,overlap,multiunit,repeated,4,5,0.75
D12_24LF27_44,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.31
D12_24LF27_46,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.36
D12_24LF27_48,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.2
D12_24LF27_50,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.29
D12_24LF27_52,mhmh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,2,0.09
D12_24LF27_56,mhmh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,2,0.34
D12_24LF27_58,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.24
D12_24LF27_60,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.23
D12_24LF27_62,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.18
D12_24LF27_66,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.2
D12_24LF27_70,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.16
D12_24LF27_72,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.3
D08_16BF22_26,eh sì,agreement,continuer,mixed,overlap,multiunit,nonrepeated,2,2,0.37
D12_24LF27_74,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.15
D08_16BF22_66,sì va beh,agreement,continuer,lexical,overlap,multiunit,nonrepeated,2,3,0.54
D12_24LF27_76,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.23
D12_24LF27_78,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.23
D08_16BF22_70,mh è vero,agreement,continuer,mixed,overlap,multiunit,nonrepeated,2,4,0.76
D08_16BF22_134,eh sì,agreement,continuer,mixed,overlap,multiunit,nonrepeated,2,2,0.33
D13_25LF23_6,sì,continuer,continuer,lexical,silence,simple,nonrepeated,1,1,0.28
D13_25LF23_22,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.22
D08_16BF22_136,eh certo,agreement,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.59
D13_25LF23_26,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.38
D13_25LF23_36,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.15
D13_25LF23_40,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.19
D08_16BF22_146,certo certo,agreement,continuer,mixed,overlap,multiunit,repeated,3,4,0.88
D08_16BF22_154,eh certo,agreement,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.57
D11_21BM60_26,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.33
D13_25LF23_42,capito,continuer,continuer,lexical,overlap,simple,nonrepeated,1,3,0.64
D13_25LF23_44,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.31
D13_25LF23_50,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.19
D13_25LF23_58,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.28
D13_25LF23_66,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.25
D11_21BM60_36,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.32
D13_25LF23_68,sì,continuer,continuer,lexical,overlap,simple,nonrepeated,1,1,0.33
D11_21BM60_38,eh no,agreement,continuer,mixed,silence,multiunit,nonrepeated,2,2,0.24
D13_25LF23_72,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.37
D13_25LF23_74,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.41
D11_21BM60_46,eh sì,agreement,continuer,mixed,overlap,multiunit,nonrepeated,2,2,0.37
D13_25LF23_84,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.28
D11_21BM60_60,eh sì certo,agreement,continuer,mixed,overlap,multiunit,nonrepeated,3,4,0.8
D13_25LF23_92,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.29
D12_23LM30_20,ah sì,agreement,continuer,mixed,silence,multiunit,nonrepeated,2,2,0.47
D13_25LF23_100,ok,continuer,continuer,lexical,silence,simple,nonrepeated,1,2,0.52
D13_25LF23_104,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.32
D12_23LM30_30,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.51
D13_25LF23_106,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.34
D13_25LF23_114,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.3
D13_25LF23_116,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.33
D12_23LM30_44,esatto ecco,agreement,continuer,lexical,overlap,multiunit,nonrepeated,2,5,0.86
D13_25LF23_118,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.61
D13_25LF23_122,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.12
D13_25LF23_124,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.34
D13_25LF23_126,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.28
D13_25LF23_136,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.21
D13_25LF23_138,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.16
D13_25LF23_140,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.13
D13_25LF23_148,ah,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.2
D12_23LM30_46,esatto esatto,agreement,continuer,lexical,overlap,multiunit,repeated,2,6,0.77
D13_25LF23_150,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.46
D12_23LM30_56,ah vero,agreement,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.49
D13_25LF23_152,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.36
D12_23LM30_64,sì sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,3,3,0.58
D13_25LF23_156,ah,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.22
D13_25LF23_162,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.2
D13_25LF23_164,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.17
D13_25LF23_166,certo,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.64
D13_25LF23_168,vero ,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.69
D13_25LF23_180,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.19
D13_25LF23_182,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.29
D12_23LM30_68,ah è vero,agreement,continuer,mixed,overlap,multiunit,nonrepeated,2,4,0.83
D13_25LF23_186,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.17
D13_26BF24_8,eh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.17
D13_26BF24_10,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.36
D13_25LF23_200,ah esatto,agreement,continuer,mixed,silence,multiunit,nonrepeated,2,4,0.99
D13_26BF24_74,eh sì,agreement,continuer,mixed,overlap,multiunit,nonrepeated,2,2,0.34
D13_26BF24_14,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.5
D13_26BF24_20,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.23
D13_26BF24_86,eh quello sì,agreement,continuer,mixed,silence,multiunit,nonrepeated,3,4,0.46
D13_26BF24_22,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.22
D13_26BF24_24,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.51
D13_26BF24_26,mhmh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,2,0.23
D13_26BF24_28,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.14
D13_26BF24_32,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.21
D13_26BF24_34,ok,continuer,continuer,lexical,silence,simple,nonrepeated,1,2,0.47
D15_29BF21_14,eh sì,agreement,continuer,mixed,overlap,multiunit,nonrepeated,2,2,0.42
D13_26BF24_38,ahah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.35
D13_26BF24_58,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.18
D13_26BF24_60,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.15
D15_29BF21_142,sì infatti,agreement,continuer,lexical,overlap,multiunit,nonrepeated,2,4,0.8
D13_26BF24_70,ah,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.11
D13_26BF24_88,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.14
D13_26BF24_90,eh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.18
D15_29BF21_154,e infatti,agreement,continuer,lexical,overlap,multiunit,nonrepeated,2,4,0.73
D13_26BF24_92,giusto,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.41
D13_26BF24_96,sì,continuer,continuer,lexical,silence,simple,nonrepeated,1,1,0.28
D13_26BF24_98,immagino,continuer,continuer,lexical,overlap,simple,nonrepeated,1,4,0.49
D15_30BM23_40,sì sì,agreement,continuer,lexical,overlap,multiunit,repeated,2,2,0.4
D13_26BF24_110,eh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.14
D15_29BF21_2,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.18
D15_29BF21_6,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.24
D15_29BF21_8,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.17
D15_29BF21_16,ok,continuer,continuer,lexical,silence,simple,nonrepeated,1,2,0.38
D15_29BF21_22,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.24
D15_29BF21_28,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.21
D01_01BF47_28,no non so,assessment,continuer,lexical,silence,multiunit,nonrepeated,2,3,0.67
D15_29BF21_38,ok,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.65
D15_29BF21_40,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.22
D02_04BM56_102,ahahah ah bravo eh,assessment,continuer,mixed,overlap,multiunit,repeated,7,7,1.63
D15_29BF21_42,sì,continuer,continuer,lexical,silence,simple,nonrepeated,1,1,0.38
D02_04BM56_150,eh sì,assessment,continuer,mixed,overlap,multiunit,nonrepeated,2,2,1.27
D15_29BF21_46,ho capito,continuer,continuer,lexical,silence,simple,nonrepeated,1,4,0.49
D15_29BF21_54,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.12
D15_29BF21_56,ok,continuer,continuer,lexical,silence,simple,nonrepeated,1,2,0.45
D15_29BF21_60,va beh,continuer,continuer,lexical,silence,simple,nonrepeated,1,2,0.36
D15_29BF21_62,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.15
D02_04BM56_152,sì no oddio,assessment,continuer,lexical,overlap,multiunit,nonrepeated,3,5,1.01
D15_29BF21_64,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.17
D15_29BF21_66,certo,continuer,continuer,lexical,silence,simple,nonrepeated,1,2,0.48
D02_04BM56_176,mah eh,assessment,incipient speakership,nonlexical,overlap,multiunit,nonrepeated,2,2,1.22
D04_07BF55_10,eh beh,assessment,incipient speakership,nonlexical,overlap,multiunit,nonrepeated,2,2,0.31
D15_29BF21_68,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.44
D15_29BF21_70,eh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.2
D15_29BF21_72,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.49
D15_29BF21_76,ok,continuer,continuer,lexical,silence,simple,nonrepeated,1,2,0.52
D04_08BF55_16,ah ok,assessment,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.99
D15_29BF21_88,mhmh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,2,0.28
D15_29BF21_92,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.47
D04_08BF55_26,eh ho capito,assessment,continuer,mixed,overlap,multiunit,nonrepeated,2,5,0.86
D15_29BF21_96,ecco,continuer,continuer,lexical,silence,simple,nonrepeated,1,2,0.43
D04_08BF55_132,ma va ma va,assessment,continuer,lexical,overlap,multiunit,repeated,2,4,1.78
D15_29BF21_98,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.26
D15_29BF21_100,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.41
D15_29BF21_104,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.26
D15_29BF21_110,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.15
D15_29BF21_118,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.2
D15_29BF21_122,sì,continuer,continuer,lexical,silence,simple,nonrepeated,1,1,0.24
D05_09BF52_68,ah dai,assessment,continuer,mixed,overlap,multiunit,nonrepeated,2,2,0.88
D05_10BF52_12,ma pensa,assessment,continuer,lexical,overlap,multiunit,nonrepeated,2,3,0.87
D15_29BF21_124,mhmh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,2,0.17
D15_29BF21_126,ecco,continuer,continuer,lexical,overlap,simple,nonrepeated,1,2,0.51
D15_29BF21_128,sì,continuer,continuer,lexical,silence,simple,nonrepeated,1,1,0.25
D06_11LF28_70,ma va beh,assessment,continuer,lexical,overlap,multiunit,nonrepeated,2,3,0.8
D15_29BF21_130,eh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.16
D15_29BF21_132,mhmh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.46
D15_29BF21_134,ho capito,continuer,continuer,lexical,silence,simple,nonrepeated,1,4,0.86
D15_29BF21_140,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.42
D15_29BF21_144,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.25
D15_29BF21_150,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.29
D15_29BF21_152,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.28
D15_29BF21_160,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.21
D15_29BF21_162,mh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.22
D15_29BF21_168,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.26
D06_12LF30_32,ah dai,assessment,continuer,mixed,overlap,multiunit,nonrepeated,2,2,1.42
D15_29BF21_170,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.28
D15_30BM23_10,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.17
D15_30BM23_22,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.27
D15_30BM23_36,mh,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.12
D06_12LF30_46,ma dai,assessment,incipient speakership,lexical,silence,multiunit,nonrepeated,2,2,0.5
D15_30BM23_42,eh,continuer,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.16
D15_30BM23_46,ah,continuer,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.12
D08_16BF22_10,eh certo,assessment,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.59
D01_01BF47_26,mh,agreement,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.23
D08_16BF22_20,ah però,assessment,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.48
D01_01BF47_36,mhmh,agreement,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.39
D01_01BF47_38,no,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.35
D01_01BF47_42,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.4
D08_16BF22_30,ah ma va,assessment,continuer,mixed,overlap,multiunit,nonrepeated,2,3,0.93
D01_01BF47_48,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.26
D01_01BF47_50,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.28
D01_02BF47_172,eh,agreement,continuer,nonlexical,silence,simple,nonrepeated,1,1,0.13
D01_02BF47_200,esatto,agreement,continuer,lexical,silence,simple,nonrepeated,1,3,0.62
D01_02BF47_228,no,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.25
D01_02BF47_236,esatto,agreement,continuer,lexical,overlap,simple,nonrepeated,1,3,0.63
D01_02BF47_238,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.4
D08_16BF22_82,ah beh,assessment,continuer,nonlexical,overlap,multiunit,nonrepeated,2,2,0.58
D01_02BF47_242,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.34
D01_02BF47_244,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.41
D01_02BF47_246,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.32
D01_02BF47_292,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.33
D11_22BM51_4,ah però,assessment,continuer,mixed,silence,multiunit,nonrepeated,2,3,0.49
D01_02BF47_294,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.4
D11_22BM51_6,ah però,assessment,continuer,mixed,silence,multiunit,nonrepeated,2,3,0.48
D01_02BF47_296,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.44
D02_03BM59_14,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.27
D02_03BM59_18,esatto,agreement,continuer,lexical,overlap,simple,nonrepeated,1,3,0.59
D02_03BM59_20,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.28
D13_25LF23_14,e che cavolo,assessment,continuer,lexical,overlap,multiunit,nonrepeated,2,5,1.07
D02_03BM59_42,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.25
D02_03BM59_46,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.28
D02_03BM59_48,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.35
D02_03BM59_52,sicuramente,agreement,continuer,lexical,overlap,simple,nonrepeated,1,5,0.93
D02_03BM59_66,certo,agreement,continuer,lexical,overlap,simple,nonrepeated,1,2,0.47
D02_03BM59_68,certo,agreement,continuer,lexical,overlap,simple,nonrepeated,1,2,0.46
D02_03BM59_92,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.26
D02_03BM59_122,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.43
D02_04BM56_28,certo,agreement,continuer,lexical,silence,simple,nonrepeated,1,2,0.38
D02_04BM56_46,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.16
D02_04BM56_62,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.38
D02_04BM56_66,certo,agreement,continuer,lexical,overlap,simple,nonrepeated,1,2,0.46
D02_04BM56_68,certo,agreement,continuer,lexical,overlap,simple,nonrepeated,1,2,0.29
D02_04BM56_70,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.63
D02_04BM56_82,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.17
D02_04BM56_98,mhmh,agreement,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.33
D02_04BM56_114,mhmh,agreement,continuer,nonlexical,overlap,simple,nonrepeated,1,2,0.57
D02_04BM56_118,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.32
D02_04BM56_126,no,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.18
D02_04BM56_140,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.15
D02_04BM56_210,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.24
D02_04BM56_228,certo,agreement,continuer,lexical,silence,simple,nonrepeated,1,2,0.48
D02_04BM56_236,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.21
D02_04BM56_240,certo,agreement,continuer,lexical,silence,simple,nonrepeated,1,2,0.38
D02_04BM56_270,certo,agreement,continuer,lexical,overlap,simple,nonrepeated,1,2,0.5
D13_25LF23_184,eh beh direi,assessment,continuer,mixed,overlap,multiunit,nonrepeated,3,4,0.98
D13_26BF24_18,ah ma che bello,assessment,continuer,mixed,overlap,multiunit,nonrepeated,3,5,0.82
D13_26BF24_36,ah geniale,assessment,continuer,mixed,silence,multiunit,nonrepeated,2,4,0.88
D02_04BM56_272,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.48
D02_04BM56_280,sì,agreement,continuer,lexical,silence,simple,nonrepeated,1,1,0.24
D13_26BF24_48,ma sì,assessment,continuer,lexical,overlap,multiunit,nonrepeated,2,2,0.44
D06_11LF28_16,ah sì,continuer,continuer,mixed,overlap,multiunit,nonrepeated,2,2,0.4
D04_07BF55_14,chiaro,agreement,continuer,lexical,silence,simple,nonrepeated,1,2,0.14
D04_07BF55_48,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.23
D04_07BF55_54,eh,agreement,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.16
D01_02BF47_12,sì sì,agreement,incipient speakership,lexical,silence,multiunit,repeated,2,2,0.42
D04_07BF55_80,certo,agreement,continuer,lexical,overlap,simple,nonrepeated,1,2,0.44
D04_07BF55_94,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.29
D04_07BF55_142,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.16
D04_08BF55_2,infatti,agreement,continuer,lexical,overlap,simple,nonrepeated,1,3,0.67
D04_08BF55_56,ma infatti,agreement,continuer,lexical,overlap,simple,nonrepeated,1,4,0.73
D04_08BF55_74,esatto,agreement,continuer,lexical,overlap,simple,nonrepeated,1,3,0.85
D04_08BF55_76,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.46
D04_08BF55_88,eh,agreement,continuer,nonlexical,overlap,simple,nonrepeated,1,1,0.22
D01_02BF47_66,eh infatti,agreement,incipient speakership,mixed,overlap,multiunit,nonrepeated,2,4,0.74
D04_08BF55_90,sì,agreement,continuer,lexical,overlap,simple,nonrepeated,1,1,0.42
